ph,Turbidity,Temperature,Water Type
4.616438934,2.634341021,24.36173853,Impure
8.307462969,4.625729242,67.02430533,Impure
4.909640554,5.34532394,25.48526292,Impure
7.70910636,4.23510812,84.30424345,Impure
7.7636906,3.206995483,88.20388485,Impure
7.818274839,3.329243166,29.86539763,Impure
8.207458913,4.151865853,34.57714566,Impure
6.958534137,4.1946,80.41632315,Impure
5.653987068,4.297913886,78.40810449,Impure
4.349439999,4.442711502,34.92937218,Impure
6.629985036,2.534499478,65.57778921,Impure
8.96969739,3.983098818,94.01996908,Impure
6.77105029,3.244866832,69.44176096,Impure
6.724639342,2.921414772,50.45882396,Impure
6.845955053,3.439623354,80.17302249,Impure
6.967270764,3.272470739,56.67589784,Impure
7.010193752,3.232872116,31.84267918,Impure
7.053116739,5.67199885,28.598715,Impure
7.755154227,2.728799592,43.24060629,Impure
8.580008559,3.195591056,39.82783111,Impure
6.901710203,3.035670597,56.85915068,Impure
7.814250247,4.104661963,58.22804019,Impure
5.918953546,4.265547139,26.75873484,Impure
7.021295306,3.675557956,99.54301377,Impure
7.577016135,4.893750992,27.68038383,Impure
8.132736965,2.969433921,91.99506054,Impure
6.057068041,4.371747854,63.79078912,Impure
5.343075103,4.240031708,97.35646308,Impure
5.542804083,5.444927204,67.16296725,Impure
5.742533063,4.272202758,75.7443375,Impure
6.584813111,4.404132196,85.30823274,Impure
8.070477127,3.055790475,72.35305324,Impure
6.652824348,3.661529274,70.32093403,Impure
5.506061504,2.778905951,71.08746301,Impure
5.973913995,2.43250721,81.81170804,Impure
6.441766486,3.682134341,60.00402943,Impure
7.34523477,4.894842463,86.09934079,Impure
8.248703054,3.540532004,24.46309957,Impure
2.569243562,5.506934432,70.37278459,Impure
5.664845758,3.570290456,62.94924359,Impure
8.999498939,3.695084055,75.77253295,Impure
5.588537191,4.37399858,23.75626213,Impure
6.265637344,3.266028669,71.26367667,Impure
6.922041828,4.242947216,46.61424646,Impure
8.072612403,5.082206247,34.6500203,Impure
8.828094375,3.793317686,50.22799128,Impure
8.647454007,3.624100659,85.4992513,Impure
7.475536902,4.015574262,79.31066426,Impure
11.53488049,3.000096239,36.19000536,Impure
6.453064803,3.440858802,27.0719727,Impure
8.192210156,3.489283078,57.04204691,Impure
7.247700982,3.319952678,80.48477219,Impure
7.893131973,3.302211725,48.16404105,Impure
6.164449536,3.446401194,74.61687484,Impure
7.9373922,4.27085115,37.65409187,Impure
8.281120655,3.687995064,87.34860823,Impure
4.906491593,3.152344905,44.86620311,Impure
8.143483376,2.572830423,80.65958464,Impure
5.117913529,3.806700492,62.60231207,Impure
6.449070009,3.331549948,39.1156623,Impure
5.613562647,3.465088676,49.68115492,Impure
5.754212968,5.920233915,65.34249697,Impure
6.906574998,3.282749503,23.52295486,Impure
6.336267097,3.745724886,94.06951047,Impure
8.121253676,4.428311683,33.32812833,Impure
8.528184801,2.909606162,28.26956079,Impure
8.935115926,5.168297808,77.70917493,Impure
6.45278075,3.425065096,27.75741241,Impure
8.458814662,3.507708536,77.61261242,Impure
6.930082548,4.14941371,75.65703984,Impure
6.255070001,4.194199874,75.57925325,Impure
5.669818774,5.600458571,34.38692162,Impure
7.945407487,5.428916724,23.85824943,Impure
7.499844232,4.454476673,95.11799516,Impure
4.695516141,4.641738491,96.8346519,Impure
6.710633528,3.863286909,30.27332733,Impure
9.502856746,4.237345252,32.68764568,Impure
4.405327147,4.086867245,42.25600208,Impure
6.810344849,4.115695844,95.95966194,Impure
6.983133113,4.426982544,54.51740679,Impure
6.968131313,3.030823583,40.62475828,Impure
5.76255225,2.906589212,34.24135245,Impure
8.397248096,2.835794284,64.93664449,Impure
8.828326658,3.052822148,61.72504505,Impure
9.395842202,3.530498325,92.14856806,Impure
7.593176933,3.542092644,45.10015243,Impure
5.149133288,4.839176158,90.31272952,Impure
4.916740541,3.613212412,60.94296232,Impure
6.144015209,4.174568876,45.4157078,Impure
7.371289877,4.084696775,78.17408311,Impure
8.278752741,4.767722384,85.63389547,Impure
10.20297155,3.270903753,55.9519411,Impure
4.562156483,4.822883764,46.21673663,Impure
4.882414248,3.893925991,87.50745079,Impure
5.202672013,3.927980576,45.30425915,Impure
9.149733927,5.436819304,100.6000686,Impure
7.615556979,4.243133734,56.32562785,Impure
7.813067625,4.713719499,65.81516901,Impure
7.721032688,4.168487102,91.13580495,Impure
9.056244707,3.319353737,80.96169678,Impure
8.082657125,5.247130149,77.33258546,Impure
5.84866707,4.874534246,33.96750814,Impure
8.470545999,2.935801995,83.70369886,Impure
9.22858163,3.8391854,45.55844512,Impure
8.170588045,3.995857049,33.96099671,Impure
6.381977105,4.99189599,77.76488756,Impure
6.98981377,4.808582691,30.45103423,Impure
10.3781082,3.57744746,29.3470395,Impure
6.984465284,3.5681966,72.28364,Impure
3.590822364,4.144780873,36.19039233,Impure
7.388518503,4.409053528,35.82124537,Impure
6.966835168,2.957441071,79.23945666,Impure
6.703486854,4.223883711,51.82129375,Impure
7.139671256,3.151388595,31.61205322,Impure
6.64879301,5.138047828,89.01859435,Impure
7.294753117,4.17007559,41.03480902,Impure
7.940713224,2.990150891,44.71234816,Impure
8.228563825,2.781944108,61.22849448,Impure
8.665692083,3.494032184,73.20550102,Impure
5.06404246,5.122702569,37.45788392,Impure
7.894322783,2.865031443,48.48663712,Impure
7.042793877,3.965647067,59.00694092,Impure
8.305063984,4.461210732,36.35135077,Impure
8.268307592,4.405408198,24.69493885,Impure
7.832935005,4.133069339,50.26584883,Impure
7.397562418,2.459336841,72.37878078,Impure
6.36729853,2.61476606,96.01077563,Impure
8.410625565,4.352295779,65.50854667,Impure
7.098245544,4.909571475,78.03904899,Impure
7.32250205,2.981649192,25.24668425,Impure
5.198224971,3.807318103,65.2077977,Impure
5.604651263,3.236570043,94.92993039,Impure
6.011077554,4.754313124,46.69133866,Impure
6.280905113,3.021288909,30.4783146,Impure
6.823930137,4.016144076,37.51345318,Impure
6.629993518,3.155213653,51.26735039,Impure
10.30157127,3.857851975,70.89864692,Impure
6.123193935,5.457830951,77.71389461,Impure
6.485613702,4.149483265,54.58904293,Impure
6.848033469,4.257037543,60.58681204,Impure
6.629779653,3.144789726,50.62658686,Impure
6.411525836,2.200678202,26.8877108,Impure
5.122648455,3.504524534,29.42776095,Impure
3.43485576,5.389510246,70.66516908,Impure
10.84813042,3.133838702,33.87913011,Impure
8.725393412,4.565542154,77.57006263,Impure
10.35174253,5.227609397,100.8850615,Impure
8.174028131,3.986780704,43.97045529,Impure
8.034011917,2.452120806,96.97916285,Impure
8.205541815,3.634030668,43.27941916,Impure
7.893818459,3.508503713,55.64269251,Impure
6.690976964,3.266562403,69.28090516,Impure
5.488135469,3.652991422,57.59094098,Impure
8.163074031,4.128193137,62.88502365,Impure
6.867000691,3.484120574,80.49881124,Impure
5.821706914,3.908198846,55.0866167,Impure
7.451888779,3.930080761,53.32089395,Impure
6.898315041,3.822307139,92.0014673,Impure
7.544340114,4.435514109,44.00497652,Impure
4.103867855,3.808850694,26.29347502,Impure
5.329938815,5.79932235,43.1349618,Impure
6.962993545,4.760381755,34.4641192,Impure
6.846059942,4.709374128,27.68969215,Impure
6.279842183,3.27858441,40.51158607,Impure
6.739849728,4.379630439,38.7882482,Impure
5.495035446,4.115428052,100.9316317,Impure
7.583770299,3.642289214,28.36164066,Impure
5.866702734,5.302972731,88.58775657,Impure
6.394980461,4.732002727,79.43292322,Impure
5.82126163,4.371078785,68.64581128,Impure
5.514062185,4.460362938,95.82592065,Impure
6.730883602,4.359137364,64.34947031,Impure
5.198067643,3.295033859,84.44751575,Impure
6.280199415,4.654177335,64.64747093,Impure
7.362331187,3.93356497,54.28921654,Impure
7.06614184,4.127599073,19.03925917,Pure
5.420347747,3.75672017,15.04132331,Pure
7.015332583,5.251223104,11.07270475,Pure
6.530002168,4.138696567,15.09318975,Pure
6.044671753,4.914883756,18.01201783,Pure
6.198650336,3.574172022,21.02768611,Pure
7.678945067,3.089549648,13.01681109,Pure
8.062066123,3.040031498,17.05480022,Pure
7.255798597,3.968177083,11.05159998,Pure
7.024103033,3.430167323,14.04852544,Pure
6.792407469,2.505650441,10.07491044,Pure
7.368165577,3.684263383,13.06012933,Pure
8.837786915,2.087080217,17.08640523,Pure
7.108140711,4.015246444,17.04003176,Pure
5.289618437,4.54810035,15.03565337,Pure
7.169251038,4.533174155,11.08823154,Pure
7.695049437,3.198879005,19.02620195,Pure
8.693149901,4.687846798,14.05429453,Pure
7.846457206,3.077034893,20.03150128,Pure
6.999764511,3.360130678,10.01648597,Pure
6.897922717,4.490105279,20.01514213,Pure
6.382314604,2.881370055,15.0943421,Pure
9.917092057,3.39332538,16.04719449,Pure
5.609025354,3.354890148,13.03510291,Pure
6.277463093,3.123166159,22.05536735,Pure
6.995887882,3.796737486,14.09813305,Pure
7.714312672,4.42513397,11.00835005,Pure
6.351286549,3.707053968,16.09835457,Pure
7.958871446,4.007902613,10.00371055,Pure
6.618186567,3.797067861,13.03998945,Pure
6.000723336,4.176218743,14.00307923,Pure
6.39292784,3.271338859,10.05861669,Pure
6.977267852,2.367041309,15.05729425,Pure
6.353436844,3.861109202,17.09903746,Pure
6.019939995,2.747027112,20.04849043,Pure
7.330196877,2.884715098,14.03581957,Pure
9.241338767,3.842577604,12.09258323,Pure
6.593174457,3.931653171,14.01216403,Pure
6.948265449,4.095611813,20.03063763,Pure
7.273586714,3.364890882,15.07014585,Pure
7.598907979,3.589251634,12.09962428,Pure
5.938321179,3.88950004,10.08502186,Pure
8.249550509,4.284831119,10.03666792,Pure
6.903816978,3.867843303,20.08706552,Pure
7.605674821,5.554074526,18.07325249,Pure
6.589290501,3.181112063,18.09312449,Pure
7.511816641,2.285519929,17.0628184,Pure
7.301444654,3.16007484,15.08704828,Pure
6.788291583,4.255948317,12.0277768,Pure
6.598243967,3.714469253,20.00496837,Pure
6.408196351,3.356977982,11.07432631,Pure
6.692531669,2.942115367,10.0979761,Pure
6.028101118,4.080786271,20.07868963,Pure
6.715940564,2.404729206,13.08083065,Pure
7.490786676,4.354535491,15.04657963,Pure
6.913687679,4.322325337,14.02449929,Pure
6.336588682,4.356593856,16.0136639,Pure
7.381757557,3.338021759,18.02196281,Pure
7.256015039,4.534960273,12.0824073,Pure
7.025821771,4.746091949,20.00468913,Pure
7.606880475,4.564460392,21.01672448,Pure
6.983860439,4.159566509,17.06759636,Pure
6.347020018,4.526350939,21.02521783,Pure
7.322828417,3.981968832,10.07354927,Pure
6.777506359,4.263180268,13.01323639,Pure
8.370364965,2.746649834,15.05879093,Pure
6.642755695,4.299209281,18.00715982,Pure
6.217584914,4.15016691,12.05502655,Pure
6.630122156,3.352764606,10.06833038,Pure
8.051022203,3.767443126,12.02061768,Pure
8.416086817,4.93008381,17.02871386,Pure
8.174577254,3.743703735,10.09683644,Pure
7.933067692,4.534233043,21.04210725,Pure
7.917608595,3.784085381,17.0365587,Pure
8.942045991,4.354287641,21.01504669,Pure
7.033945359,3.931730863,15.03545105,Pure
7.306997083,4.108856703,22.00009747,Pure
7.580048808,3.959636524,16.02241529,Pure
8.473249064,4.81018543,13.07868607,Pure
6.816416925,4.274738214,16.00056378,Pure
6.460033522,3.535597779,13.00292251,Pure
6.227826795,4.007347485,20.08242607,Pure
6.218680457,4.400203469,20.03644536,Pure
6.209534119,3.612918763,13.08802224,Pure
5.632731647,5.114607051,20.07880719,Pure
6.191241443,3.315070593,12.0392848,Pure
7.701032797,3.395482609,20.07832103,Pure
8.266836956,3.498716819,19.08037333,Pure
8.832641116,3.452149736,19.00008543,Pure
5.646083312,3.938505627,18.03769057,Pure
7.332103963,3.901096866,13.06660579,Pure
7.896743922,4.889458166,20.08260016,Pure
5.675294715,5.021464632,20.00398408,Pure
6.010617577,4.867287404,19.08942806,Pure
7.986018499,3.153004728,22.02298094,Pure
7.572816206,4.304051632,12.08751621,Pure
7.159613912,4.943842601,16.009639,Pure
7.565198073,5.185000024,22.0468493,Pure
6.865568515,4.916218246,15.05599811,Pure
5.736675709,2.741791308,16.0702715,Pure
6.129069622,3.83763909,11.070606,Pure
5.991371082,4.53937115,21.00694023,Pure
9.723377231,4.072063353,10.00662192,Pure
7.736312841,3.700916676,18.08737555,Pure
6.715799479,4.999752023,19.06950032,Pure
7.966762553,4.816347767,20.01959607,Pure
8.242558635,3.529427237,18.01854135,Pure
6.539546128,4.076403287,14.0774742,Pure
6.78538406,4.677920641,15.037592,Pure
7.007974587,4.628974864,22.05730887,Pure
7.740383939,3.01336084,20.02073972,Pure
7.918087079,4.64004301,21.01753846,Pure
5.772769698,4.154685424,16.02230533,Pure
7.571684493,3.920287688,15.01398805,Pure
8.73352533,3.1492018,12.00038071,Pure
6.917858355,5.544167317,19.05913966,Pure
8.512780909,4.026622094,21.06350188,Pure
6.539115261,4.211671959,13.08475347,Pure
7.383099196,5.53747584,20.09806155,Pure
8.22708313,3.619181848,15.03793442,Pure
7.274198051,3.152762794,18.01821974,Pure
7.118980168,5.349210586,10.05805252,Pure
6.530461352,3.574605162,20.00822747,Pure
5.941942536,4.302179285,16.02444993,Pure
7.278910903,4.201577247,17.08408889,Pure
7.445189026,2.745803765,10.02959481,Pure
6.442496436,2.891018879,19.07780533,Pure
6.681111296,4.989876168,14.00642957,Pure
6.919726155,4.12082788,15.02144146,Pure
6.47237105,4.134575197,17.01628157,Pure
8.25121778,3.495062986,13.07888057,Pure
7.479162993,4.600663396,10.01945352,Pure
6.707108206,2.640246413,20.08110622,Pure
7.24019447,3.362821763,14.02207221,Pure
6.528490775,4.585971676,17.0964319,Pure
7.031839174,2.725564949,16.09277347,Pure
7.494391101,3.579651838,10.00855995,Pure
6.957433638,4.89205044,11.02739059,Pure
6.959879116,3.327384429,10.04640515,Pure
6.962324595,4.526768327,17.08152169,Pure
6.509621638,3.802819638,21.09449954,Pure
8.069297893,3.021381555,21.09891013,Pure
7.213375388,3.453438876,19.09158331,Pure
6.790838199,3.438279839,15.02882887,Pure
6.975209178,5.25648355,10.07769556,Pure
7.422225264,4.486512693,15.09192601,Pure
6.505065807,2.890998522,12.08669082,Pure
6.617862257,4.601351198,12.04552561,Pure
6.769769339,3.846611901,10.02185685,Pure
6.341751224,4.01901055,12.07855004,Pure
7.058866081,3.937334184,19.03500811,Pure
7.539287395,5.427372665,10.05172841,Pure
7.515047524,4.64569167,21.05619313,Pure
7.490807654,3.716367555,16.04930722,Pure
6.037428194,3.594217364,19.00108223,Pure
6.372061678,3.392134168,13.0822743,Pure
6.706695161,4.371882445,14.00119061,Pure
6.901716591,4.709676028,18.02615972,Pure
7.096738021,4.116263245,17.0781915,Pure
6.758851697,3.639971876,10.014874,Pure
7.48678088,2.748428797,5.904615,Impure
6.904121373,4.141819203,3.535346,Impure
7.126529258,2.846501199,6.554809,Impure
7.348937142,4.725746456,4.334137,Impure
7.846057926,2.487968647,7.43459,Impure
7.012933863,3.113764306,8.042208,Impure
6.1798098,3.70432422,8.975799,Impure
6.755669308,3.959517637,9.473795,Impure
7.01113405,4.312289708,7.275539,Impure
7.266598792,4.952733208,5.512266,Impure
8.218171066,4.246446172,2.898955,Impure
6.980061939,3.969463254,8.332058,Impure
6.381978996,3.299047219,3.844165,Impure
6.64800546,3.829783554,6.935979,Impure
5.899936567,3.858978815,4.207675,Impure
7.260904363,4.383823385,4.201233,Impure
5.575920648,4.294447559,8.53275,Impure
5.467401255,3.717822718,2.549645,Impure
6.090016057,2.943521712,5.826192,Impure
8.205447053,3.73992167,9.233761,Impure
7.670505864,3.93382646,9.41681,Impure
6.791097166,3.084039762,2.59166,Impure
6.006769481,4.034754809,5.590142,Impure
6.171556121,4.905229739,1.739543,Impure
6.336342762,3.78880332,6.209292,Impure
7.473235377,3.87771425,6.536847,Impure
7.426670106,4.246388024,4.621964,Impure
7.380104835,5.030452202,3.566171,Impure
10.067633,3.776788997,0.782032,Impure
5.9159443,2.585849315,8.010721,Impure
6.020395814,2.643212412,0.840249,Impure
6.124847329,4.211967654,4.589597,Impure
7.00067123,3.30241929,6.644691,Impure
7.876495131,3.913904717,6.286617,Impure
6.021051323,4.661057552,5.275318,Impure
6.101456288,3.818403943,5.412839,Impure
6.181861253,3.434798595,3.448135,Impure
6.58545023,4.275640248,8.215902,Impure
6.342671183,4.582591795,4.070067,Impure
6.632990254,4.36085117,9.273733,Impure
5.400700138,3.555737566,1.214925,Impure
7.460147818,2.413628852,5.46722,Impure
6.709822001,1.687624505,8.027435,Impure
8.054893322,3.52438043,9.380965,Impure
5.365192408,3.180798457,5.118125,Impure
6.920388988,3.277601364,8.222671,Impure
7.025456548,2.927051442,0.528494,Impure
7.974248428,3.195944251,6.951965,Impure
8.03105522,3.338880126,5.317903,Impure
7.614056817,3.437946395,0.69795,Impure
7.643578362,3.76216286,7.859595,Impure
7.731315009,5.164284275,8.735819,Impure
6.268402756,3.38970529,2.509401,Impure
7.369911642,3.821721167,4.044263,Impure
6.845143464,4.142386059,0.851012,Impure
6.320375285,2.728617352,2.204748,Impure
7.290088572,4.700618336,4.678412,Impure
6.356511062,3.415525525,6.463092,Impure
7.974065001,4.069086698,8.269175,Impure
4.943508444,5.070841577,9.2752,Impure
7.700362305,3.786486994,7.835,Impure
6.05460718,4.88916336,0.878339,Impure
4.22142068,4.278712401,3.679578,Impure
8.545890346,5.036882987,0.581352,Impure
7.752176213,4.72550711,1.182899,Impure
5.588129751,3.165618482,3.300252,Impure
8.649868625,3.08168124,5.645815,Impure
7.899256515,4.44817057,1.649025,Impure
5.952267969,4.769768271,1.918233,Impure
8.040187557,3.221138969,8.026184,Impure
4.313219151,3.923590202,7.134763,Impure
6.707016928,3.165632391,3.573045,Impure
5.853560601,3.756873895,7.282231,Impure
8.817402774,3.864098419,7.036473,Impure
8.535923655,2.812503635,8.37388,Impure
8.254444536,3.481517395,6.794833,Impure
7.47640846,3.47819378,2.837289,Impure
7.691486298,4.042497483,4.48033,Impure
7.367371853,3.817215105,3.426755,Impure
8.927905926,5.474354698,5.550277,Impure
5.62122732,3.440753325,2.89608,Impure
6.450644925,5.241539196,7.83384,Impure
7.566517125,3.275142037,5.773203,Impure
6.115637546,3.723625473,6.992178,Impure
7.595228724,3.497604114,7.818536,Impure
7.363225291,3.25627469,4.387993,Impure
7.131221859,4.713192605,1.696829,Impure
7.399724708,3.79512408,8.971445,Impure
7.002479941,3.352436318,3.04757,Impure
5.345345371,2.362886022,6.415718,Impure
6.185951163,5.2057243,5.986192,Impure
6.070090952,4.699457411,6.333762,Impure
7.095569331,4.861276292,8.259693,Impure
5.512062912,3.092816759,6.888853,Impure
3.928556492,5.060835979,8.317456,Impure
6.352973105,4.15549464,3.492331,Impure
5.999125178,5.046973116,4.259155,Impure
8.899588378,3.92861371,3.902656,Impure
7.37533762,5.127394949,2.926932,Impure
8.979322853,4.264944046,8.120117,Impure
8.532377474,2.380088049,1.800594,Impure
7.213537481,3.497480961,7.748504,Impure
8.054555969,4.583109838,1.13289,Impure
8.895574458,4.754234802,2.951278,Impure
6.582764204,3.668879697,7.421876,Impure
6.647378419,4.377502097,8.839884,Impure
6.711992633,3.287617332,1.864016,Impure
5.986593892,5.051493874,8.18396,Impure
6.841221063,5.092364652,1.19243,Impure
6.993669144,3.825770075,1.993655,Impure
7.146117225,4.775201718,1.482632,Impure
7.326846261,3.943290757,9.101436,Impure
7.507575296,3.703001047,2.934784,Impure
7.997175823,4.817668211,4.906192,Impure
5.174345998,3.689144992,3.951858,Impure
5.826719283,4.018446539,6.174008,Impure
6.479092567,3.089597302,8.216403,Impure
7.811512445,4.54607021,6.411103,Impure
7.437216653,3.866874573,6.63483,Impure
7.953878115,2.86022397,3.336842,Impure
6.396569931,4.188249712,0.774696,Impure
7.227352964,3.594444416,7.113458,Impure
8.058135997,3.13060894,9.121758,Impure
8.039779683,2.028875173,5.520029,Impure
8.021423369,4.875382905,6.746546,Impure
9.497261163,5.24210533,7.472336,Impure
7.984710742,4.567879972,5.700536,Impure
6.26111058,4.753018575,2.824307,Impure
6.957802749,4.587745469,5.499851,Impure
9.663159015,5.270217774,7.600678,Impure
6.732713713,3.885405037,8.496645,Impure
4.886057057,3.079373114,2.47532,Impure
9.610220345,4.961971972,3.153661,Impure
8.518531795,4.147168618,8.812934,Impure
6.950786515,3.997975215,8.816899,Impure
6.023022741,3.668088579,3.131994,Impure
9.011480407,4.270801389,6.789824,Impure
7.946767904,3.038483125,8.6533,Impure
7.709617351,4.140423757,9.172527,Impure
6.081615358,4.010036799,2.081002,Impure
8.146185794,5.177963625,1.275714,Impure
8.141861116,4.136950486,7.438919,Impure
7.703356821,4.732125346,2.828176,Impure
8.478106665,3.771305113,3.896813,Impure
9.252856509,3.300585826,8.207068,Impure
6.047651489,2.589867903,8.639609,Impure
6.152857802,4.403083394,1.376783,Impure
9.074922874,3.84047901,5.731506,Impure
7.436537227,4.497629168,5.025019,Impure
7.283318212,3.458352214,3.22867,Impure
7.130099196,1.986191593,9.277998,Impure
6.79212545,4.042637641,6.753109,Impure
7.838875897,3.864931035,1.9377,Impure
8.885626344,2.993300944,4.512365,Impure
9.47531626,4.701538331,4.000556,Impure
8.329212497,4.691017503,9.097409,Impure
7.183108734,4.006424839,9.389306,Impure
6.157443145,4.770154312,4.758947,Impure
6.467868302,2.861063943,0.777806,Impure
6.978000883,4.301273481,4.4756,Impure
7.488133464,3.474034717,4.82337,Impure
7.32354512,4.898421041,7.59617,Impure
6.927170622,3.067033981,2.224483,Impure
6.530796124,3.181634909,5.683443,Impure
6.931470427,4.249333174,1.008182,Impure
7.774645243,3.911816766,7.861721,Impure
8.107500139,4.647800627,3.116768,Impure
6.306864459,4.619172769,5.378417,Impure
6.458272391,4.069165567,3.909316,Impure
6.609680322,3.589146441,3.021788,Impure
6.632205879,3.44374056,5.873257,Impure
6.174480773,4.287440678,4.585383,Impure
5.716755667,4.080674996,8.258899,Impure
7.74045387,3.54131667,5.457395,Impure
6.277277371,3.619321182,1.439029,Impure
8.006373298,2.396505358,7.560547,Impure
6.513016586,3.729960916,1.729904,Impure
6.234197672,3.885492316,4.041304,Impure
7.277143967,4.931353522,7.418577,Impure
6.04451303,5.127778325,7.245992,Impure
6.643026538,3.709988662,6.214635,Impure
5.15045654,4.147028947,6.176095,Impure
6.110545161,6.06455925,6.24245,Impure
7.831117737,3.807997464,5.214469,Impure
6.980727164,5.437618577,1.380425,Impure
8.552782416,2.940847996,6.107445,Impure
6.449379439,3.71542875,5.83558,Impure
7.392084038,3.778458496,0.686448,Impure
8.360795827,3.715951409,7.63862,Impure
7.619845077,3.779648433,2.994063,Impure
5.404510674,3.998175886,9.426116,Impure
7.079303518,5.553173841,8.85328,Impure
7.120509205,4.296188763,9.268117,Impure
7.161714893,3.909973568,2.471076,Impure
6.854946859,4.938999307,8.177042,Impure
7.309556407,3.707413724,4.730828,Impure
9.313465893,4.493612765,3.921616,Impure
8.75425884,4.50102454,4.384372,Impure
8.195051786,3.36517444,1.098876,Impure
6.187938054,3.546183202,5.502902,Impure
7.07663768,3.802426744,3.461741,Impure
7.965337305,3.390982111,3.523,Impure
9.264390909,3.175520774,8.47285,Impure
7.754044354,3.760298085,5.904321,Impure
9.393891652,3.048565866,1.242907,Impure
8.176079615,4.112322458,7.036417,Impure
8.337696201,3.454197457,8.796361,Impure
7.764360529,2.813526756,1.841481,Impure
7.191024857,4.270645693,8.445659,Impure
8.613698595,3.949220099,3.588118,Impure
7.793039171,3.389270098,6.510011,Impure
3.878879389,4.927711075,9.034268,Impure
3.928582008,3.723776038,8.058159,Impure
3.978284627,3.751565769,3.835134,Impure
5.96406536,4.696720853,1.653265,Impure
7.53205858,3.808569923,0.408587,Impure
7.233538435,3.679015068,2.249393,Impure
6.544426755,3.153800219,0.464449,Impure
5.855315075,4.21251085,7.653199,Impure
7.480728114,3.714874787,6.774025,Impure
4.477091714,4.32768029,3.199755,Impure
5.249904767,2.739234987,6.983168,Impure
6.02271782,4.476991215,4.079925,Impure
6.31407747,4.363865763,5.518027,Impure
7.568343927,4.241935683,9.336225,Impure
8.822610384,4.415596156,1.965165,Impure
6.922652371,2.877354267,7.389769,Impure
6.913594614,3.611330374,1.199904,Impure
6.904536858,5.058905448,0.722727,Impure
6.548017642,5.930227577,1.655801,Impure
6.581082756,3.511369718,1.98118,Impure
7.864649673,3.585933522,6.87531,Impure
6.136907177,4.704585018,7.338467,Impure
6.94702854,2.600187733,3.478065,Impure
6.203322508,3.487920051,7.073445,Impure
7.288246716,3.212492693,2.196591,Impure
8.373170925,2.786329667,9.346441,Impure
7.147208997,5.026270726,1.074906,Impure
5.921247069,3.74677556,3.870418,Impure
8.829806178,4.423886042,8.728513,Impure
7.831011783,5.324638005,2.917322,Impure
6.832217388,3.145415511,7.362464,Impure
9.281302611,4.069976589,9.524908,Impure
7.456250785,4.279697428,3.518702,Impure
7.088250976,3.230645436,2.285939,Impure
5.648628538,5.370004183,6.695157,Impure
4.293961235,5.105120757,7.193293,Impure
9.678050854,3.029700335,8.919953,Impure
8.662709501,5.120102528,3.957672,Impure
5.897391121,2.961602418,7.739408,Impure
9.494242648,3.18902554,15.04492543,Pure
8.287217854,4.181264106,14.04924143,Pure
7.080193059,1.492206615,15.02781959,Pure
7.55985231,4.550501006,19.01069265,Pure
7.040394956,3.931916553,16.06409263,Pure
8.053043682,3.301574895,15.05389711,Pure
7.044375319,4.276699074,21.03396411,Pure
6.309891576,3.603040462,10.05324535,Pure
6.203572848,4.305549362,22.08704627,Pure
6.879404957,4.70047023,21.09623273,Pure
7.754884394,5.128390055,17.04497705,Pure
7.916669699,4.275192719,21.00670152,Pure
6.405392482,4.531920781,22.0865105,Pure
7.795957801,4.25187617,12.04714719,Pure
6.963979351,4.489870473,22.01909075,Pure
6.967861397,4.893215273,16.03780258,Pure
6.622791356,5.60929081,22.06147582,Pure
7.369988621,3.463852437,18.00074969,Pure
7.157428504,3.373936508,20.0614541,Pure
6.944868387,4.241135181,19.08694321,Pure
5.284810115,3.990242632,11.05609665,Pure
6.851442603,4.935556543,14.07480419,Pure
7.760189365,4.590527649,16.08249043,Pure
7.280560357,2.919796005,15.00610389,Pure
6.83425989,2.658843412,16.00889683,Pure
6.728975148,4.593787133,22.08619281,Pure
8.016418375,5.320015455,15.0200086,Pure
6.864916739,4.493746769,17.0676544,Pure
5.80897552,3.599933102,15.01973332,Pure
8.458796988,3.827431411,18.01855682,Pure
6.987335279,3.870292782,12.03846146,Pure
7.288736661,3.531384661,12.00082379,Pure
8.116350275,2.526016236,17.04205046,Pure
7.463915951,5.075843604,19.07004997,Pure
7.512361216,3.515802547,14.03758523,Pure
6.415108472,6.073006014,13.05762216,Pure
7.059940234,2.949938823,10.01098913,Pure
7.242521229,1.659799385,18.00187437,Pure
7.425102223,2.558772744,22.03517677,Pure
6.742622398,4.96467264,14.05661065,Pure
7.682923445,3.542731087,13.04671463,Pure
7.041665417,3.099746163,16.00256799,Pure
7.185276449,2.959153823,17.07027272,Pure
6.597292363,4.318305407,10.08417389,Pure
6.908853083,4.693949416,22.06943378,Pure
6.940827838,3.573741106,13.06454192,Pure
6.972802594,3.603089689,18.00909774,Pure
6.281903929,4.457729915,10.09039424,Pure
7.036752104,3.285371835,22.02952994,Pure
7.362912867,3.249439878,10.05393817,Pure
7.369087139,2.715186685,22.03034854,Pure
7.708109989,4.896625908,22.04950771,Pure
6.50411278,5.396623142,11.0558609,Pure
8.185923417,3.566945145,19.04969084,Pure
6.149185174,4.275614874,21.05760607,Pure
7.080445821,2.664946055,14.03488902,Pure
6.628427347,3.405278618,18.05443643,Pure
4.704698462,4.109924712,10.07161977,Pure
7.976900874,4.753607931,21.02243794,Pure
6.809644515,3.183803572,19.09815573,Pure
6.888670599,4.032267339,13.04286278,Pure
6.967696683,4.819637104,20.00749939,Pure
